com.maxmind.geoip.NetSpeedCellLookupTest#testNetSpeedCellLookup,
com.maxmind.geoip.CountryLookupTest#testCountryLookup,Closeable_MultipleClose@com.maxmind.geoip.LookupService.close(LookupService.java:398)
com.maxmind.geoip.OrgLookupTest#testOrgLookup,
com.maxmind.geoip.CountryLookupV6Test#testCountryLookup,Closeable_MultipleClose@com.maxmind.geoip.LookupService.close(LookupService.java:398)
com.maxmind.geoip.CityLookupTest#testCityLookup,Closeable_MultipleClose@com.maxmind.geoip.LookupService.close(LookupService.java:398)
com.maxmind.geoip.OrgLookupTest#testIspLookup,
com.maxmind.geoip.ASNumLookupTest#testASNumLookup,
com.maxmind.geoip.CityLookupTest#testCityLookupInInvalidDatabase,
com.maxmind.geoip.CityLookupIdxTest#testCityLookupIdx,
com.maxmind.geoip.DomainLookupTest#testDomainLookup,
com.maxmind.geoip.CityLookupV6Test#testCityLookupV6,Closeable_MultipleClose@com.maxmind.geoip.LookupService.close(LookupService.java:398)
