com.baidu.bjf.remoting.protobuf.simplerepeat.StringSetTest#testStringSetPOJO,
com.baidu.bjf.remoting.protobuf.simplerepeat.StringSetTest#testStringSetPOJO2,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedDojoClassWithLargeIndexTest#testListStringWithLargeIndex2,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedTypeTest#testDecodeListFields,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedTypeTest#testEncodeListFields,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedTypeTest#testDecodeListFields2,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedTypeTest#testDecodeListFields3,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedNumberType3Test#testEncodeDecode,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedNumberTypeTest#testEncodeDecode,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedDojoClassWithLargeIndexTest#testListStringWithLargeIndex,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedTypeTest#testEncodeListFields2,
com.baidu.bjf.remoting.protobuf.computeSize.TestComputeSize#testNonPackedList,
com.baidu.bjf.remoting.protobuf.enumeration.EnumClassTest#testEnum,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedTypeTest#testEncodeListFields3,
com.baidu.bjf.remoting.protobuf.enumeration.EnumClassTest#testEnum2,
com.baidu.bjf.remoting.protobuf.enumeration.EnumClassTest#testEnumNotexist,
com.baidu.bjf.remoting.protobuf.enumeration.EnumClassTest#testEnumNull,
com.baidu.bjf.remoting.protobuf.simplerepeat.RequrieRepeatedNumberType2Test#testEncodeDecode,
com.baidu.bjf.remoting.protobuf.computeSize.TestComputeSize#testPackedList,
com.baidu.bjf.remoting.protobuf.packed.PackedValueTest#testIncludeEmptyList,
com.baidu.bjf.remoting.protobuf.v3.complexmap.EnumMapPOJOTest#testEnumMap,
com.baidu.bjf.remoting.protobuf.v3.complexmap.ComplexMapTest#testPOJOCodec,
com.baidu.bjf.remoting.protobuf.v3.simplemap.SimpleMapTest#testProtobufDynamicParser,
com.baidu.bjf.remoting.protobuf.packed.PackedValueTest#testFloatValueEncode,
com.baidu.bjf.remoting.protobuf.v3.simplemap.SimpleMapPOJOWithDefaultTest#testDefaultMapField,
com.baidu.bjf.remoting.protobuf.v3.complexmap.ComplexMapTest#testOriginalMap,
com.baidu.bjf.remoting.protobuf.v3.complexmap.ComplexMapTest#testPOJOEncode,
com.baidu.bjf.remoting.protobuf.v3.simplemap.SimpleMapTest#testGetDescriptor,
com.baidu.bjf.remoting.protobuf.v3.simplemap.SimpleMapTest#testPOJODecode,
com.baidu.bjf.remoting.protobuf.v3.any.AnyTest#testAnyIDLGenerator,
com.baidu.bjf.remoting.protobuf.v3.simplemap.SimpleMapTest#testest,
com.baidu.bjf.remoting.protobuf.v3.date.SimpleDatePOJOTest#testSimpleDate,
com.baidu.bjf.remoting.protobuf.v3.date.DateTest#testTimeStamp,
com.baidu.bjf.remoting.protobuf.v3.any.AnyTest#testAny,
com.baidu.bjf.remoting.protobuf.v3.date.DateTest#testDateEncodeWithOrignalPBClass,
com.baidu.bjf.remoting.protobuf.v3.simplemap.SimpleMapTest#testPOJODescriptorWorksWell,
com.baidu.bjf.remoting.protobuf.v3.simplemap.SimpleMapTest#testPOJOEncode,
com.baidu.bjf.remoting.protobuf.v3.any.AnyTest#testUseOriginAny,
com.baidu.bjf.remoting.protobuf.v3.any.AnyTest#encodeOriginDecodeJprotobuf,
com.baidu.bjf.remoting.protobuf.v3.any.AnyTest#testAnyOriginEncodeJprotobufDecode,
com.baidu.bjf.remoting.protobuf.v3.any.AnyTest#testDecodeUseOriginAny,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#testEmptyClass,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#testGenerateIDLEnumTypeAndTypesReturns,
com.baidu.bjf.remoting.protobuf.complexList.ComplextListIncludeTest#testEncodeDecode,
com.baidu.bjf.remoting.protobuf.complexList.ListWithExtendsGenericValueTest#testWildtypeGenericType,
com.baidu.bjf.remoting.protobuf.complexList.ComplextListIncludeTest#testEmptyListCase,
com.baidu.bjf.remoting.protobuf.v3.TestInnerRef#testInnerRefClass,
com.baidu.bjf.remoting.protobuf.v3.MapTest#testMap,
com.baidu.bjf.remoting.protobuf.complexList.ComplextListIncludeTest#testEncode,
com.baidu.bjf.remoting.protobuf.complexList.ComplextListIncludeTest#testEmptyMapCase,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#TestGenerateIDLComplexListWithDefalut,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#TestGenerateIDLComplexList,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#testListIDLGenerate,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#testGenerateIDLSimpleType,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#testProtobufIDLGeneratorGetIDLTypesReturns,
com.baidu.bjf.remoting.protobuf.idlgenerate.EnumIDLGeneratorTest#testMapRefrenceObjectIDLGenerator,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#testNoOptionalMark,Iterator_HasNext@com.baidu.bjf.remoting.protobuf.ProtobufIDLProxy.createSingle(ProtobufIDLProxy.java:1297)
com.baidu.bjf.remoting.protobuf.simpletypes.AllTypesPressureTest#testCommonEncode,
com.baidu.bjf.remoting.protobuf.simpletypes.AllTypesPressureTest#testCommonDecode,
com.baidu.bjf.remoting.protobuf.simpletypes.AllTypesTest#testMutliTypeDefaultTypeEncodeDecode,
com.baidu.bjf.remoting.protobuf.idlgenerate.ComplexIDLGenerateTest#testDefaultValue,Iterator_HasNext@com.baidu.bjf.remoting.protobuf.ProtobufIDLProxy.createCodeByType(ProtobufIDLProxy.java:765),Iterator_HasNext@com.baidu.bjf.remoting.protobuf.ProtobufIDLProxy.createSingle(ProtobufIDLProxy.java:1297)
com.baidu.bjf.remoting.protobuf.simpletypes.AllTypesTest#testRequiredMutliTypeDecode,
com.baidu.bjf.remoting.protobuf.idlgenerate.EnumIDLGeneratorTest#testEnumIDLProxy,Iterator_HasNext@com.baidu.bjf.remoting.protobuf.ProtobufIDLProxy.createCodeByType(ProtobufIDLProxy.java:765),Iterator_HasNext@com.baidu.bjf.remoting.protobuf.ProtobufIDLProxy.createSingle(ProtobufIDLProxy.java:1297)
com.baidu.bjf.remoting.protobuf.simpletypes.AllTypesTest#testRequiredMutliTypeEncode,
com.baidu.bjf.remoting.protobuf.simpletypes.AllTypesPressureTest#testDynamiceDecode,
com.baidu.bjf.remoting.protobuf.simpletypes.AllTypesPressureTest#testDynamiceEncode,
com.baidu.bjf.remoting.protobuf.simpletypes.AllTypesTest#testRequiredMutliTypeEncode2,
com.baidu.bjf.remoting.protobuf.subclasses.SubClassPOJOTest#testSubClassPOJO,
com.baidu.bjf.remoting.protobuf.idlproxy.map.MapTypeIDLProxyTest#testSimpleMap2,
com.baidu.bjf.remoting.protobuf.idlproxy.ProtobufIDLProxyTest#testCodeGenerateFromIDL,
com.baidu.bjf.remoting.protobuf.idlproxy.map.MapTypeIDLProxyTest#testMapWithEnum,
com.baidu.bjf.remoting.protobuf.idlproxy.ProtobufIDLProxyPressureTest#testSimplePressureWithoutCached,
com.baidu.bjf.remoting.protobuf.idlproxy.ProtobufIDLProxyPressureTest#testPressureWithoutCached,Iterator_HasNext@com.baidu.bjf.remoting.protobuf.ProtobufIDLProxy.createCodeByType(ProtobufIDLProxy.java:765)
com.baidu.bjf.remoting.protobuf.idlproxy.ProtobufIDLProxyPressureTest#testSimplePressureWithCached,
com.baidu.bjf.remoting.protobuf.idlproxy.ProtobufIDLProxyPressureTest#testPressureWithCached,Iterator_HasNext@com.baidu.bjf.remoting.protobuf.ProtobufIDLProxy.createCodeByType(ProtobufIDLProxy.java:765)
