com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemIndicadorIncentivoFiscalTest#deveObterStringficadoCorretamente,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemImpostoPISAliquotaTest#naoDevePermitrPercentualAliquotaNulo,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemIndicadorIncentivoFiscalTest#deveObterTipoApartirDoSeuCodigo,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemDetalheExportacaoTest#deveObterNumeroAtoConcessorioDrawbackComoFoiSetado,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemImpostoIPITest#naoDevePermitirCodigoSeloTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFInfoModelo1Por1AReferenciadaTest#naoDevePermitirModeloDocumentoFiscalComTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFInfoModelo1Por1AReferenciadaTest#naoDevePermitirSerieComTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFInfoModelo1Por1AReferenciadaTest#naoDevePermitirNumeroDocumentoFiscalComTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemIndicadorIncentivoFiscalTest#deveRepresentarOCodigoCorretamente,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemImpostoIPITest#naoDevePermitirQuantidadeSeloTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemImpostoIPITest#naoDevePermitirCodigoEnquadramentoTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFInfoModelo1Por1AReferenciadaTest#naoDevePermitirCNPJComTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoICMSTotalTest#naoDevePermitirValorTotalNFeInvalidoMonetario,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoICMSTotalTest#naoDevePermitirValorCOFINSInvalidoMonetario,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoICMSTotalTest#naoDevePermitirValorTotalICMSSTInvalidoMonetario,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemImpostoPISAliquotaTest#naoDevePermitirQuantidadeVendidaComTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemDetalheExportacaoTest#naoDevePermitirNumeroAtoConcessorioDrawbackComTamanhoInvalido,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoICMSTotalTest#naoDevePermitirValorTotalSeguroInvalidoMonetario,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoItemImpostoPISAliquotaTest#naoDevePermitrValorTributoNulo,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoICMSTotalTest#naoDevePermitirBaseCalculoICMSInvalidoMonetario,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoICMSTotalTest#naoDevePermitirValorTotalDosProdutosServicosInvalidoMonetario,
com.fincatto.documentofiscal.nfe310.classes.nota.NFNotaInfoICMSTotalTest#naoDevePermitirValorTotalTributosInvalido,
